7326909209;"ИЗДЕЛИЯ ИЗ ЧЕРНЫХ МЕТАЛЛОВ КОВАННЫЕ, ЭЛЕМЕНТЫ УЛИЧНЫХ ОГРАЖДЕНИЙ, ОБРАБОТАННЫЕ ПОСЛЕ КОВКИ, ПРЕДНАЗНАЧЕНЫ ДЛЯ ВСТАВКИ ПРИ МОНТАЖЕ УЛИЧНЫХ ОГРАЖДЕНИЙ ИЛИ ОГРАД, 16 ШТ ; (ФИРМА) CITY FUJIALIANG STAINLESS STEEL CO. , LTD; (TM) FUJIALIANG"
7326909209;"ЗАПАСНЫЕ ЧАСТИ ИЗ СТАЛИ, КОВАНЫЕ ДЛЯ ШЛАМОВЫХ НАСОСОВ (ГОРНОПЕРЕРАБАТЫВАЮЩЕГО ОБОРУДОВАНИЯ ГОРНОДОБЫВАЮЩЕЙ ПРОМЫШЛЕННОСТИ) :;  : 273127-1 ДЕРЖАТЕЛЬ ПЛАСТИН LTC 1. 4571; (ФИРМА) METSO SWEDEN AB; (TM) METSO"
7326909209;"ИЗДЕЛИЯ ФИГУРНЫЕ ИЗ ЧЕРНЫХ МЕТАЛЛОВ, ИЗГОТОВЛЕННЫЕ МЕТОДОМ КОВКИ, С ДАЛЬНЕЙШЕЙ ОБРАБОТКОЙ МЕТОДОМ СВАРКИ: ДЕКОРАТИВНЫЕ ЭЛЕМЕНТЫ ДЛЯ ЗАБОРОВ И ВОРОТ; ; ЭЛЕМЕНТ ""КОРЗИНКА""; (ФИРМА) POSTAL STEEL GROUP POLSKA SP. Z O. O. ; (TM) POSTAL"
7326909209;"ИЗДЕЛИЯ ИЗ ЧЕРНЫХ МЕТАЛЛОВ, КОВАНЫЕ. ЗАПАСНЫЕ ЧАСТИ ДЛЯ ПРИЦЕПНОГО ОБОРУДОВАНИЯ. ЗАПАСНЫЕ ЧАСТИ СЕЛЬСКОХОЗЯЙСТВЕННЫХ МАШИН МАРКИ ""КУН"". - СТОЙКА РАБОЧЕГО ОРГАНА АРТ. № Q4006910 - 8 ШТ. СПОСОБ ИЗГОТОВЛЕНИЯ: КОВКА, СВЕРЛЕНИЕ. - СТОЙКА АРТ. № Q4030830 - 5 ШТ. СПОСОБ ИЗГОТОВЛЕНИЯ: КОВКА, СВЕРЛЕНИЕ, СВАРКА. - СТОЙКА РАБОЧЕГО ОРГАНА АРТ. № Q6004260 - 200 ШТ. СПОСОБ ИЗГОТОВЛЕНИЯ: КОВКА, СВЕРЛЕНИЕ.  ; (ФИРМА) KUHN KRAUSE, INC; (TM) KUHN"
7326909209;"ДЕКОРАТИВНЫЕ ИЗДЕЛИЯ ИЗ ЧЕРНЫХ МЕТАЛЛОВ КОВАННЫЕ, ЭЛЕМЕНТЫ УЛИЧНЫХ ОГРАЖДЕНИЙ, ОБРАБОТАННЫЕ ПОСЛЕ КОВКИ, ПРЕДНАЗНАЧЕНЫ ДЛЯ ВСТАВКИ ПРИ МОНТАЖЕ УЛИЧНЫХ ОГРАЖДЕНИЙ ИЛИ ОГРАД, 30 ШТ, УПАКОВАНО В КАРТОН. КОРОБКИ И ПОЛИМ. УПАКОВКИ ; (ФИРМА) CITY FUJIALIANG STAINLESS STEEL CO. , LTD; (TM) FUJIALIANG"
7326909209;"ИЗДЕЛИЯ ИЗ ЧЁРНЫХ МЕТАЛЛОВ КОВАННЫЕ, МЕХАНИЧЕСКИ ОБРАБОТАННЫЕ (ТОКАРНАЯ) , СТАЛЬ 10Х18Н9, ПОКОВКА ПАТРУБКА ВСАСЫВАЮЩЕГО (КОЛЬЦО, ДИАМЕТР НАРУЖ. 1333 ММ. , ДИАМЕТР ВНУТР. 773 ММ, ТОЛЩИНА 541 ММ. ) НЕ ЯВЛЯЕТСЯ ГОТОВЫМ ИЗДЕЛИЕМ - БУДЕТ ПОДВЕРГНУТ ЧИСТОВОЙ ОБРАБОТКЕ, СВЕРЛЕНИЮ КРЕПЁЖНЫХ ОТВЕРСТИЙ И ПР. В ДАЛЬНЕЙШЕМ, БУДЕТ ИСПОЛЬЗОВАТЬСЯ КАК ФЛАНЕЦ ДЛЯ СОЕДИНЕНИЯ ЧАСТЕЙ ТРУБОПРОВОДА С ПАТРУБКОМ В СОСТАВЕ АППРАРАТУРЫ ТЕПЛОЭЛЕКТРОЦЕНТРАЛИ (ТЭЦ) . ; (ФИРМА) ООО ""АРАТТА ИНВЕСТ""; (TM) ОТСУТСТВУЕТ"
7326909209;"ИЗДЕЛИЯ ИЗ СТАЛИ: ДЕТАЛИ ПРОМЫВОЧНОЙ ЕМКОСТИ: ТРУБКА ВЫПУСКНАЯ 8703-4-1-1ШТ. , ВПУСКНАЯ ТРУБКА 8703-3-1-1ШТ. , РУКОЯТКА РАСПЫЛИТЕЛЯ СМОЛЫ АТС-4003-2-1ШТ. , ЗАГЛУШКА PF-AP-02-5ШТ. (УСТАН. НА РАСПЫЛИТЕЛЕ СМОЛЫ) . КОМПРЕССИОННОЕ КОЛЬЦО МАНЖЕТЫ ПОРШНЯ;  VLS -2429-2ШТ. , КОМПЕНСАТОР ДАВЛЕНИЯ PAT-SC-2500-INV-2ШТ. (ПРЕДСТАВЛЯЕТ СОБОЙ СТАЛЬНОЙ ЦИЛИНДР) , ШТОК НАСОСА МАТЕРИАЛА HVLS-1004-1ШТ. , КОРПУС КЛАПАНА 7702-1-4-1ШТ. , СОЕДИНИТЕЛЬНЫЙ ЭЛЕМЕНТ 0183-1ШТ. , ШТОК НАСОСА КАТАЛИЗАТОРА PAT-CP-0508-1ШТ. , ЧАША; (ФИРМА) ""MAGNUM VENUS PRODUCTS"" СОЕДИНЕННЫЕ ШТАТЫ; (TM) ОТСУТСТВУЕТ"
7326909209;"ИЗДЕЛИЯ ИЗ ЧЕРНЫХ МЕТАЛЛОВ КОВАНЫЕ: ПОКОВКИ СТАЛЬНЫЕ С ПРЕДВАРИТЕЛЬНОЙ МЕХАНИЧЕСКОЙ ОБРАБОТКОЙ, ВЫПОЛНЕННЫЕ В СООТВЕТСТВИИ С ЧЕРТЕЖОМ. ДЛЯ ДАЛЬНЕЙШЕГО ИЗГОТОВЛЕНИЯ ДЕТАЛЕЙ, КОМПЛЕКТУЮЩИХ ШИБЕРНЫЙ ЗАТВОР СТАЛЕРАЗЛИВОЧНОГО КОВША. ; ПОКОВКА Ф525(515) ХФ343(353) Х110(100) СТ30Х2НМФА, ГР. IV, КП80 ИЗ КОНСТРУКЦИОННОЙ ЛЕГИРОВАННОЙ СТАЛИ (СОД. С 30%, CR 1. 71%, MO 0. 51%, V 0. 23%) .; (ФИРМА) ООО НПП ""СПЕЦМАШ""; (TM) ЛОГОТИП ИЗГОТОВИТЕЛЯ"
7326909209;"ЗАГОТОВКА В ВИДЕ БЛОКА, ОТПИЛЕННОГО ПО РАЗМЕРУ ОТ ПРУТКА ПРОИЗВОДСТВЕННОЙ ДЛИНЫ, КОВАННОГО, ОБТОЧЕННОГО: - СТАЛЬ UDDEHOLM DIEVAR ИНСТРУЕНТАЛЬНАЯ, СОСТАВ (СЕРТИФИКАТ КАЧЕСТВА № 01418/20) : УГЛЕРОД - 0. 36 %, ХРОМ - 4. 97 %, МОЛИБДЕН - 2. 31 %, КРЕМНИЙ - 0. 19 %, МАРГАНЕЦ - 0. 45 %, ФОСФОР - 0. 008 %, СЕРА - 0. 0003 %, НИКЕЛЬ - 0. 07 %, ВАНАДИЙ - 0. 53 %, МЕДЬ - 0. 04 % СЕЧЕНИЕ 508. 00Х153. 00ММ, ДЛИНА 425. 00ММ - 1 ШТ. / 268. 00КГ. ДЛИНА БЛОКА НЕ ПРЕВЫШАЕТ МАКСИМАЛЬНЫЙ РАЗМЕР ПОПЕРЕЧНОГО СЕЧЕНИЯ. ПРИМЕНЯЮТСЯ ДЛЯ ИЗГОТОВЛЕНИЯ ШТАМПОВ, ПРЕСС-ФОРМ, РАЗЛИЧНОГО ИНСТРУМЕНТА И СМЕННОНАВЕСНЫХ ДЕТАЛЕЙ СТАНКОВ.  ; (ФИРМА) UDDEHOLMS AB; (TM) UDDEHOLM"
7326909209;"ИЗДЕЛИЯ ИЗ ЧЕРНЫХ МЕТАЛЛОВ, КОВАНЫЕ: ; СТАЛИ, КОВАНЫЕ - КОЛЬЦО МЕТАЛЛИЧЕСКОЕ, ТИПОРАЗМЕР 1-1-100-63-100-160, ИСПОЛЬЗУЕТСЯ ДЛЯ ГЕРМЕТИЗАЦИИ ФЛАНЦЕВ И АППАРАТОВ, ОБЩЕПРОМЫШЛЕННОГО НАЗНАЧЕНИЯ; (ФИРМА) WENZHOU TIANMEI FOREIGN TRADE CO. ,LTD; (TM) ОТСУТСТВУЕТ"
